TITRE,PRIX,ARR,LINK,M2,PIECES
apartment with elevator and balcony.,€2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/apartment-with-elevator-and-balcony/6766860680.html,,
Appartement à Champ de Mars,€1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars/6766859987.html,37,
Paris apartment rental near Buttes Chaumont,€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-buttes/6766861172.html,40,
- 70m2/ Stylish and modern rooftop apartment,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6766859907.html,,
Furnished Apartment! { 2 Beds},€1490,Paris Gare du Nord - Marx Dormoy- Rue Philippe de Girard,https://paris.craigslist.org/apa/d/furnished-apartment-2-beds/6766849361.html,,
- 2 Bedroom apartment in a very convenient location !,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/2-bedroom-apartment-in-very-convenient/6766858337.html,,
Apartment on a Prime Spot!,€1399,Paris Chatelet - Rivoli,https://paris.craigslist.org/apa/d/apartment-on-prime-spot/6766849446.html,,1
Apartment near the Eiffel Tower!,€1690,Paris Avenue Emile Zola - Rue Violet,https://paris.craigslist.org/apa/d/apartment-near-the-eiffel-tower/6766854046.html,,1
Furnished/Renovated 1 Bedroom Apartment!,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/furnished-renovated-1-bedroom-apartment/6766851693.html,,
- 1 Bedroom apartment adjacent to Metro Cambronne**,€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6766850675.html,,
Sunny 1 Bedroom Apartment!,€1249,Paris Pernety - Rue Boyer Barret -,https://paris.craigslist.org/apa/d/sunny-1-bedroom-apartment/6766846373.html,,1
Spacious 1 Bedroom - 36m2!,€1499,Paris Victor Hugo - Rue Lauriston -,https://paris.craigslist.org/apa/d/spacious-1-bedroom-36m2/6766849901.html,,
Ground floor apartment with loft sleeping area,€1190,Paris Miromesnil Champs Elysees - Rue la Boetie,https://paris.craigslist.org/apa/d/ground-floor-apartment-with-loft/6766843599.html,,
- Studio with a large terrace-,€800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-large-terrace/6766839940.html,,
A 24 sqm studio in Montmartre!,€1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6766841909.html,,1
Compact Studio with hardwood floors!,€750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/compact-studio-with-hardwood-floors/6766839351.html,,
Appart 2 chambres meublé,€1090,36 bis rue de Montreuil,https://paris.craigslist.org/apa/d/appart-2-chambres-meubl/6766836620.html,35,2
Nice and spacious stuido apartment availabe at 7th Arrondissement,€400,7th Arrondissement,https://paris.craigslist.org/apa/d/nice-and-spacious-stuido-apartment/6766816804.html,,1
Appartement à La Villette à Paris,€1127,19ème arrondissement,https://paris.craigslist.org/apa/d/appartement-la-villette-paris/6766788674.html,35,
Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6766788763.html,,
2 pièces 25m² Rue de la Mare,€900,20ème,https://paris.craigslist.org/apa/d/2-pices-25m-rue-de-la-mare/6766789197.html,25,
Appartement à La Villette à Paris,€1127,19ème arrondissement,https://paris.craigslist.org/apa/d/appartement-la-villette-paris/6766788814.html,35,
"2ème arrondissement, Studio rue de Richelieu",€900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6766788728.html,18,
"1BR, 50sqm, avenue du General Leclerc",€1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6766219623.html,50,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6766203772.html,40,
Paris apartment rental near Martyrs,€1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6766204971.html,63,
Apartment studio near Marais in Paris,€960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6766203875.html,21,
Elegant Studio apartment heart of Paris,€400,5th arrondissements,https://paris.craigslist.org/apa/d/elegant-studio-apartment-heart-of-paris/6766019058.html,,1
Studio apartment availbale at 1st Arrondissement,€350,1st Arrondissement,https://paris.craigslist.org/apa/d/studio-apartment-availbale-at-1st/6766011422.html,,1
Grand 2 pièces de 50sqm rue d'Hauteville,€1800,10ème arrondissement,https://paris.craigslist.org/apa/d/grand-2-pices-de-50sqm-rue-dhauteville/6766012024.html,50,
Apartment on Rue Commines,€1000,5th arrondissement,https://paris.craigslist.org/apa/d/apartment-on-rue-commines/6766013130.html,30,
Studio à Strasbourg Saint Denis,€850,10ème arrondissement,https://paris.craigslist.org/apa/d/studio-strasbourg-saint-denis/6766011392.html,16,
Paris apartment rental near Notre Dame,€1242,5th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-notre-dame/6765996058.html,33,
"Appartement 2 chambres, Rue Custine",€1990,18ème arrondissement,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6765996826.html,57,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6765995761.html,40,
"4th district, Studio Rue St Louis en l' Ile",€1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6765917556.html,,
Appartement à Champ de Mars,€1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars/6765919592.html,37,
Paris apartment rental near Buttes Chaumont,€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-buttes/6765920577.html,40,
Paris apartment rental near Martyrs,€1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6765391969.html,63,
Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6765392583.html,,
House à Place d'Italie,€1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6765392958.html,60,
"2ème arrondissement, Studio rue de Richelieu",€900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6765394603.html,18,
"Appartement 2 chambres, Rue Custine",€1990,18ème arrondissement,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6765392180.html,57,
Classic 3 Bedroom Apartment @ 110m2,€4200,Paris Sevres Babylone Bon Marche -,https://paris.craigslist.org/apa/d/classic-3-bedroom-apartment-110m2/6765235105.html,,
APartment with balcony and view over Paris!,€2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/apartment-with-balcony-and-view-over/6765232679.html,,
Apartment on the 1st floor!,€2799,South-West Issy les Moulineaux - Rue Claude Matrat- 3 Rue Ra,https://paris.craigslist.org/apa/d/apartment-on-the-1st-floor/6765230495.html,,3
Appartement à Quartier Latin à Paris,€4000,,https://paris.craigslist.org/apa/d/appartement-quartier-latin-paris/6765232221.html,95,
2 Beds Apartment with an open kitchen!,€1490,Paris Gare du Nord - Marx Dormoy- Rue Philippe de Girard,https://paris.craigslist.org/apa/d/2-beds-apartment-with-an-open-kitchen/6765203777.html,,
- 70m2/ Stylish and modern rooftop apartment,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6765224597.html,,
Appartement à La Villette à Paris,€1127,19ème arrondissement,https://paris.craigslist.org/apa/d/appartement-la-villette-paris/6765228797.html,35,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6765229872.html,40,
LOVELY 2 Bedroom Apartment with balconies!,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/lovely-2-bedroom-apartment-with/6765223132.html,,
Top (8th) floor flat with elevator! (1 bedroom),€1690,Paris Avenue Emile Zola - Rue Violet,https://paris.craigslist.org/apa/d/top-8th-floor-flat-with-elevator-1/6765220037.html,,
Apartment  in the prestigious 16th district of Paris!,€1499,Paris Victor Hugo - Rue Lauriston -,https://paris.craigslist.org/apa/d/apartment-in-the-prestigious-16th/6765205109.html,,
Renovated- 1 Bedroom Apartment  43m2,€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-1-bedroom-apartment-43m2/6765215013.html,,
- Studio - 13m2** In a Pleasant Building!,€750,Paris Bastille - Rue de Charonne,https://paris.craigslist.org/apa/d/studio-13m2-in-pleasant-building/6765194803.html,,
*Apartment on a prime spot*,€1399,Paris Chatelet - Rivoli,https://paris.craigslist.org/apa/d/apartment-on-prime-spot/6765201780.html,,
Fully Furnished Apartment! : 1 Bedroom- 35m2,€1050,Paris Montmartre - Rue Labat-,https://paris.craigslist.org/apa/d/fully-furnished-apartment-1-bedroom-35m2/6765196892.html,,
Furnished; Studio Apartment @ 15m2,€800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/furnished-studio-apartment-15m2/6765195829.html,,
Charming 1 Bedroom apartment in Pernety!,€1249,Paris Pernety - Rue Boyer Barret,https://paris.craigslist.org/apa/d/charming-1-bedroom-apartment-in-pernety/6765200628.html,,
Perfect Apartment  adjacent to Metro Cambronne!,€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/perfect-apartment-adjacent-to-metro/6765206257.html,,
Apartment and Montmartre,€1090,Paris Abbesses - Rue Durantin -,https://paris.craigslist.org/apa/d/apartment-and-montmartre/6765197507.html,,
This Beautiful Studio apt available in 7th arrondissement,€450,7th arrondissement,https://paris.craigslist.org/apa/d/this-beautiful-studio-apt-available-in/6765161548.html,,1
A superb furnished apt studio in Paris,€450,6th Arrondissement,https://paris.craigslist.org/apa/d/superb-furnished-apt-studio-in-paris/6765158551.html,,1
2 pièces 25m² Rue de la Mare,€900,20ème,https://paris.craigslist.org/apa/d/2-pices-25m-rue-de-la-mare/6765168803.html,25,
Paris apartment rental near Notre Dame,€1242,5th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-notre-dame/6765169449.html,33,
"1BR, 50sqm, avenue du General Leclerc",€1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6765168134.html,50,
Paris duplex apartment rental near Les Halles,€990,2nd arrondissement,https://paris.craigslist.org/apa/d/paris-duplex-apartment-rental-near-les/6765167976.html,18,
Paris apartment rental near Invalides,€2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6765078756.html,58,
Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6765076582.html,,
Paris apartment rental near Saint-Michel,€1850,6th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-saint-michel/6765077377.html,27,
Appartement à Champ de Mars à Paris,€1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars-paris/6765074898.html,37,
Charming studio near Boulainvilliers,€950,16th arrondissement,https://paris.craigslist.org/apa/d/charming-studio-near-boulainvilliers/6765075094.html,15,
Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6764530989.html,,
Apartment studio near Villiers in Paris,€950,17th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-villiers-in-paris/6764533016.html,23,
"2ème arrondissement, Studio rue de Richelieu",€900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6764530094.html,18,
House à Place d'Italie,€1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6764532064.html,60,
"1BR (26sqm), Rue des Roses",€900,18th arrondissement,https://paris.craigslist.org/apa/d/1br-26sqm-rue-des-roses/6764530810.html,26,
Spacious 3 Bedroom Apartment- 110m2,€4200,Paris Sevres Babylone Bon Marche,https://paris.craigslist.org/apa/d/spacious-3-bedroom-apartment-110m2/6764352768.html,,
- 3 Bedroom apartment with balcony and view over Paris.,€2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/3-bedroom-apartment-with-balcony-and/6764351589.html,,
- 70m2. Stylish and modern rooftop apartment~,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6764347612.html,,
Lovely  3 Bedroom APartment,€2799,South-West Issy les Moulineaux - Rue Claude Matrat- 3 Rue Ra,https://paris.craigslist.org/apa/d/lovely-3-bedroom-apartment/6764350435.html,,
Amazing loft apartment with beautiful courtyard!,€1650,Paris Ledru Rollin - Rue Faubourg St Antoine -,https://paris.craigslist.org/apa/d/amazing-loft-apartment-with-beautiful/6764334835.html,,
- 2 Bedroom in a very convenient location,€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/2-bedroom-in-very-convenient-location/6764343992.html,,
Perfect 2 Beds APartment!,€1490,Paris Gare du Nord - Marx Dormoy- Rue Philippe de Girard,https://paris.craigslist.org/apa/d/perfect-2-beds-apartment/6764330604.html,,
Conveniently-located 1 Bedroom - 40m2,€1690,Paris Avenue Emile Zola - Rue Violet,https://paris.craigslist.org/apa/d/conveniently-located-1-bedroom-40m2/6764336703.html,,
Secure underground parking place.,€60,Paris,https://paris.craigslist.org/apa/d/secure-underground-parking-place/6764324051.html,,
A 24 sqm studio in Montmartre!,€1090,Paris Abbesses - Rue Durantin -,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6764326252.html,,
Furnished 1 Bedroom Apartment : 43m2,€1599,Paris Censier Daubenton - Rue du Fer a Moulin -,https://paris.craigslist.org/apa/d/furnished-1-bedroom-apartment-43m2/6764332923.html,,
- 1 Bedroom -apartment adjacent to Metro Cambronne!,€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6764332197.html,,
Spacious 1 Bedroom Apartment - 36m2,€1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-1-bedroom-apartment-36m2/6764331329.html,,
Amazing studio / Amazing studio in Rue du Temple,€500,4th Arrondissement,https://paris.craigslist.org/apa/d/amazing-studio-amazing-studio-in-rue-du/6764308954.html,,1
",,1 Bedroom apartment in Pernety.",€1249,Paris Pernety - Rue Boyer Barret,https://paris.craigslist.org/apa/d/1-bedroom-apartment-in-pernety/6764327700.html,,
Charming studio near Boulainvilliers,€950,16th arrondissement,https://paris.craigslist.org/apa/d/charming-studio-near-boulainvilliers/6764315777.html,15,
Appartement à Quartier Latin à Paris,€4000,,https://paris.craigslist.org/apa/d/appartement-quartier-latin-paris/6764316981.html,95,
Paris apartment rental near Invalides,€2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6764316640.html,58,
Appartement à La Villette à Paris,€1127,19ème arrondissement,https://paris.craigslist.org/apa/d/appartement-la-villette-paris/6764315463.html,35,
"1BR, 50sqm, avenue du General Leclerc",€1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6764294745.html,50,
Studio à Strasbourg Saint Denis,€850,10ème arrondissement,https://paris.craigslist.org/apa/d/studio-strasbourg-saint-denis/6764295279.html,16,
Paris apartment rental near Notre Dame,€1242,5th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-notre-dame/6764295102.html,33,
Appartement à Champ de Mars à Paris,€1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars-paris/6764294548.html,37,
Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6764227308.html,,
Paris apartment rental near Martyrs,€1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6764228055.html,63,
Apartment near Marais on Rue des Gravilliers,€1100,3rd arrondissement,https://paris.craigslist.org/apa/d/apartment-near-marais-on-rue-des/6764227768.html,25,
Paris apartment rental near Saint-Michel,€1850,6th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-saint-michel/6764227193.html,27,
Paris apartment rental near Gobelins,€1500,13th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-gobelins/6764228769.html,45,
Sub-let Paris mid December-mid January 17ème,€850,rue Pouchet,https://paris.craigslist.org/apa/d/sub-let-paris-mid-december-mid-january/6763752808.html,,
2 pièces 25m² Rue de la Mare,€900,20ème,https://paris.craigslist.org/apa/d/2-pices-25m-rue-de-la-mare/6763651388.html,25,
"4th district, Studio Rue St Louis en l' Ile",€1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6763652539.html,,
Studio Avenue Georges Mandel,€1450,16ème  arrondissement,https://paris.craigslist.org/apa/d/studio-avenue-georges-mandel/6763652105.html,36,
Furnished apartment with mezzanine - Ile Saint-Louis- 75004 Paris,€1765,Rue Saint-Louis en l'Île,https://paris.craigslist.org/apa/d/furnished-apartment-with-mezzanine-ile/6763634333.html,,1
Furnished 2BR apartment (46sqm) rue Berzélius,€1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6763651477.html,46,
Paris apartment rental near Invalides,€2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6763534224.html,58,
"1BR (26sqm), Rue des Roses",€900,18th arrondissement,https://paris.craigslist.org/apa/d/1br-26sqm-rue-des-roses/6763529687.html,26,
Paris apartment rental near Buttes Chaumont,€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-buttes/6763521407.html,40,
Studio à Strasbourg Saint Denis,€850,10ème arrondissement,https://paris.craigslist.org/apa/d/studio-strasbourg-saint-denis/6763430597.html,16,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6763428436.html,40,
Appartement à La Villette à Paris,€1127,19ème arrondissement,https://paris.craigslist.org/apa/d/appartement-la-villette-paris/6763427244.html,35,
=> █_=_Modern & Well Stylish Apt which sleeps 4 in=>,€50,7th District.Walk to Eiffel Tower.Paris,https://paris.craigslist.org/apa/d/modern-well-stylish-apt-which-sleeps-4/6763408873.html,,1
"2ème arrondissement, Studio rue de Richelieu",€900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6763407522.html,18,
fancy & furnished apartment,€500,2 arrondissement,https://paris.craigslist.org/apa/d/fancy-furnished-apartment/6751985426.html,54,1
Appartement à Champ de Mars à Paris,€1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars-paris/6763400443.html,37,
Spacious 3 Bedroom Apartment@  110m2,€4200,Paris Sevres Babylone Bon Marche -,https://paris.craigslist.org/apa/d/spacious-3-bedroom-apartment-110m2/6762805914.html,,
3 Bedroom  apartment opposite the Eiffel Tower,€3499,Paris Champ de Mars Tour Eiffel - Ave de Suffren,https://paris.craigslist.org/apa/d/3-bedroom-apartment-opposite-the-eiffel/6762803061.html,,
- 3 Bedroom  apartment with balcony and view over Paris.,€2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/3-bedroom-apartment-with-balcony-and/6762797862.html,,
- 2 Bedroom  apartment with elevator and balcony-,€2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/2-bedroom-apartment-with-elevator-and/6762792900.html,,
Perfect 3 Bedroom Apartment!,€2799,South-West Issy les Moulineaux - Rue Claude Matrat- 3 Rue Ra,https://paris.craigslist.org/apa/d/perfect-3-bedroom-apartment/6762796799.html,,
- Studio One block from metro Rambuteau-,€1699,Paris Marais - Rue des Haudriettes,https://paris.craigslist.org/apa/d/studio-one-block-from-metro-rambuteau/6762775770.html,,
Cosy 1 Bedroom all nicely furnished & decorated,€2199,Paris Ecole Militaire Tour Eiffel - Passage Landrieu,https://paris.craigslist.org/apa/d/cosy-1-bedroom-all-nicely-furnished/6762791908.html,,
- 70m2  Stylish and modern rooftop apartment,€1950,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6762781795.html,,
Large & Bright Apartment***,€1350,Paris Brochant - Rue des Moines,https://paris.craigslist.org/apa/d/large-bright-apartment/6762763608.html,,1
Amazing loft apartment with beautiful courtyard,€1650,Paris Ledru Rollin - Rue Faubourg St Antoine -,https://paris.craigslist.org/apa/d/amazing-loft-apartment-with-beautiful/6762773153.html,,
Quiet Apartment! (balconies facing garden),€1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/quiet-apartment-balconies-facing-garden/6762780411.html,,
APartment near  the Eiffel Tower!,€1690,Paris Avenue Emile Zola - Rue Violet,https://paris.craigslist.org/apa/d/apartment-near-the-eiffel-tower/6762774299.html,,
Studio en mezzanine 18m² à 4min du métro Villiers-Paris8,€500,500€ PER MONTH,https://paris.craigslist.org/apa/d/studio-en-mezzanine-18m-4min-du-mtro/6743112880.html,18,1
"One bedroom apartment, 43 sqm!",€1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/one-bedroom-apartment-43-sqm/6762772374.html,,
1 Bedroom apartment with loft sleeping area,€1190,Paris Miromesnil Champs Elysees - Rue la Boetie,https://paris.craigslist.org/apa/d/1-bedroom-apartment-with-loft-sleeping/6762761232.html,,
- 1 Bedroom apartment adjacent to Metro Cambronne,€1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6762770740.html,,
Furnished/Unfurnished Apartment,€1490,Paris Gare du Nord - Marx Dormoy- Rue Philippe de Girard,https://paris.craigslist.org/apa/d/furnished-unfurnished-apartment/6762767619.html,,2
Spacious-1 Bedroom Apartment!,€1499,Paris Victor Hugo - Rue Lauriston,https://paris.craigslist.org/apa/d/spacious-1-bedroom-apartment/6762769037.html,,
A 5th floor (US 6th) apartment with elevator,€1399,Paris Chatelet - Rivoli,https://paris.craigslist.org/apa/d/5th-floor-us-6th-apartment-with-elevator/6762764981.html,,
Charming 1 Bedroom Apartment @  35m2,€1050,Paris Montmartre - Rue Labat,https://paris.craigslist.org/apa/d/charming-1-bedroom-apartment-35m2/6762758304.html,,
Paris apartment rental near Martyrs,€1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6762759944.html,63,
- 1 Bedroom apartment in Pernety-,€1249,Paris Pernety - Rue Boyer Barret,https://paris.craigslist.org/apa/d/1-bedroom-apartment-in-pernety/6762762401.html,,
"1BR, 50sqm, avenue du General Leclerc",€1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6762761389.html,50,
A 24 sqm studio in Montmartre!,€1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6762759617.html,,1
Available Compact Studio - 13m2,€750,Paris Bastille - Rue de Charonne -,https://paris.craigslist.org/apa/d/available-compact-studio-13m2/6762756425.html,,
House à Place d'Italie,€1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6762759607.html,60,
"Paris apartment rental on a quiet street, Villa Verlaine",€1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6762760782.html,40,
Studio with elevator in perfect condition,€800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-elevator-in-perfect/6762757428.html,,
"Joli T2 45m² à 6min "" Métro George V "" Paris 8è",€585,585€ PER MONTH,https://paris.craigslist.org/apa/d/joli-t2-45m-6min-mtro-george-paris-8/6750538014.html,45,1
